pr_1,pr_2,pr_3,pr_4,pr_5,pr_6,pr_7,pr_8,pr_9,pr_10,pr_11,pr_12,pr_13,pr_14,pr_15,pr_16,pr_17,pr_18,pr_19,pr_20,pr_21,pr_22,pr_23,pr_24,pr_25,pr_26,pr_27,pr_28,pr_29,pr_30,pr_31,pr_32
NaN,NaN,NaN,NaN,NaN,NaN,21001396.127,21541132.523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713720.179,NaN,NaN,NaN,NaN,NaN,23828517.268,NaN,NaN,NaN,NaN,NaN
21354086.736,NaN,NaN,NaN,NaN,NaN,21001192.819,21541685.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713807.461,NaN,NaN,NaN,NaN,NaN,23829250.16,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,21000993.267,21542226.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713893.591,NaN,NaN,NaN,NaN,NaN,23829981.468,NaN,NaN,NaN,NaN,NaN
21353342.973,NaN,NaN,NaN,NaN,NaN,21000789.052,21542775.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20713981.361,NaN,NaN,NaN,NaN,NaN,23830711.825,NaN,NaN,NaN,NaN,NaN
21352974.843,NaN,NaN,NaN,NaN,NaN,21000586.533,21543321.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714067.067,NaN,NaN,NaN,NaN,NaN,23831442.884,NaN,NaN,NaN,NaN,NaN
21352599.327,NaN,NaN,NaN,NaN,NaN,21000384.346,21543868.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714152.111,NaN,NaN,NaN,NaN,NaN,23832173.472,NaN,NaN,NaN,NaN,NaN
21352228.414,NaN,NaN,NaN,NaN,NaN,21000182.639,21544413.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24729393.253,NaN,NaN,NaN,NaN,20714243.664,NaN,NaN,NaN,NaN,NaN,23832902.604,NaN,NaN,23890637.469,NaN,NaN
21351856.694,NaN,NaN,24268919.188,NaN,NaN,20999977.865,21544960.058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714326.949,NaN,NaN,NaN,NaN,NaN,23833634.047,NaN,NaN,23890168.102,NaN,NaN
21351484.376,NaN,NaN,24269615.339,NaN,NaN,20999776.974,21545510.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714416.063,NaN,NaN,NaN,NaN,NaN,23834366.646,NaN,NaN,23889704.724,NaN,NaN
21351111.43,NaN,NaN,24270320.581,NaN,NaN,20999576.536,21546057.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714504.623,NaN,NaN,NaN,NaN,NaN,23835097.509,NaN,NaN,23889237.168,NaN,NaN
21350736.656,NaN,NaN,24271023.541,NaN,NaN,20999376.636,21546606.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714591.477,NaN,NaN,NaN,NaN,NaN,23835834.397,NaN,NaN,23888774.021,NaN,NaN
21350361.067,NaN,NaN,24271720.603,NaN,NaN,20999177.166,21547156.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714675.596,NaN,NaN,NaN,NaN,NaN,23836569.867,NaN,NaN,NaN,NaN,NaN
21349984.984,NaN,NaN,24272426.791,NaN,NaN,20998978.675,21547707.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714760.29,NaN,NaN,NaN,NaN,NaN,23837304.124,NaN,NaN,NaN,NaN,NaN
21349607.81,NaN,NaN,24273127.466,NaN,NaN,20998780.615,21548262.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714845.613,NaN,NaN,NaN,NaN,NaN,23838034.918,NaN,NaN,NaN,NaN,NaN
21349229.847,NaN,NaN,24273833.671,NaN,NaN,20998582.079,21548812.922,23495738.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20714930.788,NaN,NaN,NaN,NaN,NaN,23838773.651,NaN,NaN,NaN,NaN,NaN
21348852.299,NaN,NaN,24274538.233,NaN,NaN,20998385.389,21549367.481,23496311.906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715014.553,NaN,NaN,NaN,NaN,NaN,23839510.299,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20998188.158,21549921.425,23496890.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715100.042,NaN,NaN,NaN,NaN,NaN,23840243.4,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20997991.956,21550474.798,23497461.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715186.708,NaN,NaN,NaN,NaN,NaN,23840986.98,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20997794.673,21551025.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715274.81,NaN,NaN,NaN,NaN,NaN,23841725.08,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20997597.08,21551577.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715365.878,NaN,NaN,NaN,NaN,NaN,23842463.643,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20997399.43,21552131.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715454.534,NaN,NaN,NaN,NaN,NaN,23843201.09,NaN,NaN,NaN,NaN,NaN
21346588.412,NaN,NaN,NaN,NaN,NaN,20997204.489,21552684.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715541.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20997005.901,21553237.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715630.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20996805.599,21553790.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715716.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21345464.688,NaN,NaN,NaN,NaN,NaN,20996606.675,21554342.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715801.977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21345084.775,NaN,NaN,NaN,NaN,NaN,20996410.901,21554896.242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715887.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21344710.215,NaN,NaN,NaN,NaN,NaN,20996215.568,21555449.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20715976.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20996019.358,NaN,23503179.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716061.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23880989.405,NaN,NaN
21343946.458,NaN,NaN,NaN,NaN,NaN,20995822.353,NaN,23503752.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716143.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23880533.217,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20995627.962,21557124.853,23504323.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716230.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23880076.152,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20995432.223,21557677.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716319.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23879618.198,NaN,NaN
21342831.093,NaN,NaN,NaN,NaN,NaN,20995234.342,21558220.578,23505467.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716408.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23879160.714,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20995041.173,21558773.755,23506039.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716493.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20994846.655,21559325.609,23506610.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716579.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23878244.242,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20994652.504,NaN,23507185.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716660.667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23877786.016,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20994456.926,NaN,23507758.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716744.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21340952.079,NaN,NaN,NaN,NaN,NaN,20994264.86,NaN,23508329.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716831.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23876868.017,NaN,NaN
21340572.72,NaN,NaN,NaN,NaN,NaN,20994072.197,NaN,23508901.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20716918.983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21340191.01,NaN,NaN,NaN,NaN,NaN,20993880.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20717007.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21339811.847,NaN,NaN,NaN,NaN,NaN,20993684.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20717094.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20993491.318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20717183.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20993297.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20717271.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21338680.214,NaN,NaN,NaN,NaN,NaN,20993103.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24746933.91,NaN,NaN,NaN,NaN,20717363.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20992909.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24747419.079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21337931.486,NaN,NaN,NaN,NaN,NaN,20992715.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24747906.869,NaN,NaN,NaN,NaN,20717541.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21337555.216,NaN,NaN,NaN,NaN,NaN,20992520.532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24748393.451,NaN,NaN,NaN,NaN,20717628.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21337185.232,NaN,NaN,NaN,NaN,NaN,20992326.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24748879.418,NaN,NaN,NaN,NaN,20717713.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21336803.526,NaN,NaN,NaN,NaN,NaN,20992134.538,21567073.728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24749368.765,NaN,NaN,NaN,NaN,20717803.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23515211.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20717890.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20991747.61,21568183.536,23515787.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23864570.085,NaN,NaN,NaN,NaN,NaN
21335687.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23865296.594,NaN,NaN,NaN,NaN,NaN
21335298.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718165.757,NaN,NaN,NaN,NaN,NaN,23866039.289,NaN,NaN,NaN,NaN,NaN
21334919.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718255.918,NaN,NaN,NaN,NaN,NaN,23866782.367,NaN,NaN,NaN,NaN,NaN
21334535.944,NaN,NaN,NaN,NaN,NaN,NaN,21570415.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718344.962,NaN,NaN,NaN,NaN,NaN,23867528.037,NaN,NaN,NaN,NaN,NaN
21334161.973,NaN,NaN,NaN,NaN,NaN,20990782.037,21570971.819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718436.318,NaN,NaN,NaN,NaN,NaN,23868273.663,NaN,NaN,NaN,NaN,NaN
21333782.313,NaN,NaN,NaN,NaN,NaN,20990586.66,21571529.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718525.214,NaN,NaN,NaN,NaN,NaN,23869020.1,NaN,NaN,NaN,NaN,NaN
21333407.19,NaN,NaN,NaN,NaN,NaN,20990394.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718619.589,24954653.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23867796.194,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23520372.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24954476.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23867346.45,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20990004.141,21573185.074,23520914.894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20718802.655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23866888.403,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23521478.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24954132.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21574325.227,23522045.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,21574878.225,23522611.941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20719091.522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23523172.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20719193.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21330803.242,NaN,NaN,NaN,NaN,NaN,NaN,21575992.766,23523733.667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20719292.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21330430.933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23524300.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23524860.157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21329681.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23525426.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20719570.277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23525995.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,24311285.743,NaN,NaN,NaN,NaN,23526566.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,24311986.479,NaN,NaN,NaN,NaN,23527136.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21328189.967,NaN,NaN,24312679.571,NaN,NaN,NaN,NaN,23527708.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21327816.698,NaN,NaN,24313373.88,NaN,NaN,NaN,NaN,23528281.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23880909.636,NaN,NaN,NaN,NaN,NaN
